device.deviceId,device.deviceName,device.deviceType,device.enableCloudService,device.hubDeviceId,device.isInfrared,status.version,status.battery,status.moveDetected,status.brightness,status.deviceId,status.deviceType,status.hubDeviceId,timestamp,status.temperature,status.humidity,status.CO2,status.lightLevel
B0E9FE65D657,MKO LAVAL - Motion Sensor Control Rm,Motion Sensor,True,DFB8891F5FBE,False,V2.0,100,False,bright,B0E9FE65D657,Motion Sensor,DFB8891F5FBE,2025-10-07T16:47:09.206630-04:00,,,,
B0E9FE7A2FCC,Meter Pro (CO2 Monitor) CC,MeterPro(CO2),True,,False,V1.7,100,,,B0E9FE7A2FCC,MeterPro(CO2),FFE66B903403,2025-10-07T16:47:09.206630-04:00,24.4,61,726,
B0E9FE82F87C,Ecole JMC — CO2 N of Khadr,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FE82F87C,MeterPro(CO2),000000000000,2025-10-07T16:47:09.206630-04:00,25.9,59,464,
B0E9FE87F22D,Meter Pro (CO2 Monitor) 2D,MeterPro(CO2),False,,False,V1.7,100,,,B0E9FE87F22D,MeterPro(CO2),000000000000,2025-10-07T16:47:09.206630-04:00,21.5,68,424,
B0E9FE89005A,Motion Sensor 5A,Motion Sensor,True,FFE66B903403,False,V1.5,100,False,bright,B0E9FE89005A,Motion Sensor,FFE66B903403,2025-10-07T16:47:09.206630-04:00,,,,
B0E9FE8DC82E,CIIC — Door 6 second floor motion sensor,Motion Sensor,True,DB413B3FDCE5,False,V2.0,100,False,bright,B0E9FE8DC82E,Motion Sensor,DB413B3FDCE5,2025-10-07T16:47:09.206630-04:00,,,,
B0E9FE9E3D57,Rawdah - Meter Community Center,MeterPro(CO2),True,000000000000,False,V1.8,100,,,B0E9FE9E3D57,MeterPro(CO2),000000000000,2025-10-07T16:47:09.206630-04:00,22.4,52,421,
B0E9FEA58CE8,Meter pro admin,MeterPro(CO2),,000000000000,False,V1.7,100,,,B0E9FEA58CE8,MeterPro(CO2),000000000000,2025-10-07T16:47:09.206630-04:00,22.3,65,709,
B0E9FEA954A4,Meter Pro (CO2 Monitor) A4,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FEA954A4,MeterPro(CO2),000000000000,2025-10-07T16:47:09.206630-04:00,25.7,52,402,
B0E9FEAD9567,CIIC — Men’s prayer area CO2 Monitor,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FEAD9567,MeterPro(CO2),000000000000,2025-10-07T16:47:09.206630-04:00,23,54,914,
B0E9FEAEDCB4,Rawdah - Motion Sensor Prayer Room,Motion Sensor,True,CCECBAAEAD4B,False,V2.0,100,False,bright,B0E9FEAEDCB4,Motion Sensor,CCECBAAEAD4B,2025-10-07T16:47:09.206630-04:00,,,,
B0E9FEB47A06,Ecole JMC — Motion Main Stairs,Motion Sensor,True,D39354C8B2EC,False,V1.5,100,False,bright,B0E9FEB47A06,Motion Sensor,D39354C8B2EC,2025-10-07T16:47:09.206630-04:00,,,,
B0E9FEB4E4F8,CIIC — Class area 2nd floor CO2 sensor,MeterPro(CO2),True,000000000000,False,V1.8,100,,,B0E9FEB4E4F8,MeterPro(CO2),000000000000,2025-10-07T16:47:09.206630-04:00,22.1,62,412,
B0E9FEB6A541,Meter Pro (CO2 Monitor) 41,MeterPro(CO2),False,,False,V1.7,100,,,B0E9FEB6A541,MeterPro(CO2),000000000000,2025-10-07T16:47:09.206630-04:00,24.4,50,402,
B0E9FEBA9EDA,Meter Pro (CO2 Monitor) DA,MeterPro(CO2),True,,False,V1.8,100,,,B0E9FEBA9EDA,MeterPro(CO2),FFE66B903403,2025-10-07T16:47:09.206630-04:00,23.2,66,460,
B0E9FEBC17F9,Ecole JMC — CO2 S Khadr,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FEBC17F9,MeterPro(CO2),000000000000,2025-10-07T16:47:09.206630-04:00,23.6,67,429,
B0E9FEC2EE12,Rawdah - Motion Sensor Community Center,Motion Sensor,True,C39A88326F2C,False,V2.0,100,False,bright,B0E9FEC2EE12,Motion Sensor,C39A88326F2C,2025-10-07T16:47:09.206630-04:00,,,,
B0E9FEC3D216,MKO LAVAL — Caf Motion sensor,Motion Sensor,True,DBED05DF39C0,False,V2.0,100,False,bright,B0E9FEC3D216,Motion Sensor,DBED05DF39C0,2025-10-07T16:47:09.206630-04:00,,,,
B0E9FEC45FEE,Motion Sensor EE - Main Entrance,Motion Sensor,True,FFE66B903403,False,V1.5,100,True,bright,B0E9FEC45FEE,Motion Sensor,FFE66B903403,2025-10-07T16:47:09.206630-04:00,,,,
B0E9FECB5A4B,Motion Sensor 4B,Motion Sensor,True,FFE66B903403,False,V1.5,100,True,bright,B0E9FECB5A4B,Motion Sensor,FFE66B903403,2025-10-07T16:47:09.206630-04:00,,,,
B0E9FEDB0F43,MKO LAVAL - CO2 Monitor Control Room,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FEDB0F43,MeterPro(CO2),000000000000,2025-10-07T16:47:09.206630-04:00,26.1,54,406,
B0E9FEDF5E1B,Entry Motion Sensor,Motion Sensor,True,CF7F4C72F1C7,False,V1.5,100,False,bright,B0E9FEDF5E1B,Motion Sensor,CF7F4C72F1C7,2025-10-07T16:47:09.206630-04:00,,,,
B0E9FEE69F97,Meter Pro (CO2 Monitor) 97,MeterPro(CO2),False,,False,V1.7,100,,,B0E9FEE69F97,MeterPro(CO2),000000000000,2025-10-07T16:47:09.206630-04:00,24.3,59,441,
B0E9FEEA6010,Rawdah - Meter Prayer Room,MeterPro(CO2),True,000000000000,False,V1.8,100,,,B0E9FEEA6010,MeterPro(CO2),000000000000,2025-10-07T16:47:09.206630-04:00,24.3,49,1030,
B0E9FEF35A2C,Motion Sensor  - Main Entrance 2,Motion Sensor,True,FFE66B903403,False,V2.0,100,False,bright,B0E9FEF35A2C,Motion Sensor,FFE66B903403,2025-10-07T16:47:09.206630-04:00,,,,
B0E9FEF43E30,CIIC - motion sensor(Men’s prayer space),Motion Sensor,True,DB413B3FDCE5,False,V2.0,100,False,bright,B0E9FEF43E30,Motion Sensor,DB413B3FDCE5,2025-10-07T16:47:09.206630-04:00,,,,
C39A88326F2C,Rawdah - Hub Community Center,Hub 2,True,000000000000,False,V3.8-2.6,,,,C39A88326F2C,Hub 2,C39A88326F2C,2025-10-07T16:47:09.206630-04:00,23.3,51,,1
CCECBAAEAD4B,Rawdah - Hub Prayer Room ,Hub 2,True,000000000000,False,V3.8-2.6,,,,CCECBAAEAD4B,Hub 2,CCECBAAEAD4B,2025-10-07T16:47:09.206630-04:00,23.9,54,,12
CF408522FD87,CIIC - 6th floor Hub,Hub 2,True,000000000000,False,V1.0-1.1,,,,CF408522FD87,Hub 2,CF408522FD87,2025-10-07T16:47:09.206630-04:00,23,62,,8
CF7F4C72F1C7,Ecole JMC — Hub Daycare,Hub 2,True,000000000000,False,V1.0-1.1,,,,CF7F4C72F1C7,Hub 2,CF7F4C72F1C7,2025-10-07T16:47:09.206630-04:00,22.9,67,,1
D12D01C64829,MKO LAVAL — Outdoor,WoIOSensor,True,DFB8891F5FBE,False,V0.9,60,,,D12D01C64829,WoIOSensor,DFB8891F5FBE,2025-10-07T16:47:09.206630-04:00,19.2,97,,
D12D04064862,CIIC - 6th floor hygrometer,WoIOSensor,True,CF408522FD87,False,V0.9,60,,,D12D04064862,WoIOSensor,CF408522FD87,2025-10-07T16:47:09.206630-04:00,20.6,77,,
D12D04462737,Outdoor Meter 37,WoIOSensor,True,FFE66B903403,False,V0.9,60,,,D12D04462737,WoIOSensor,FFE66B903403,2025-10-07T16:47:09.206630-04:00,20.4,81,,
D39354C8B2EC,Ecole JMC — Hub Khadr’s office,Hub 2,True,000000000000,False,V3.8-2.6,,,,D39354C8B2EC,Hub 2,D39354C8B2EC,2025-10-07T16:47:09.206630-04:00,26.4,60,,1
DB413B3FDCE5,CIIC — Main office 2nd floor,Hub 2,True,000000000000,False,V3.8-2.6,,,,DB413B3FDCE5,Hub 2,DB413B3FDCE5,2025-10-07T16:47:09.206630-04:00,24.2,61,,11
DBED05DF39C0,MKO LAVAL — Hub eating area,Hub 2,True,000000000000,False,V3.8-2.6,,,,DBED05DF39C0,Hub 2,DBED05DF39C0,2025-10-07T16:47:09.206630-04:00,25.4,58,,3
DFB8891F5FBE,MKO LAVAL - Hub Control Room,Hub 2,True,000000000000,False,V3.8-2.6,,,,DFB8891F5FBE,Hub 2,DFB8891F5FBE,2025-10-07T16:47:09.206630-04:00,25.8,59,,14
EC582B9AE863,Hub 2 63,Hub 2,True,000000000000,False,V3.8-2.6,,,,EC582B9AE863,Hub 2,EC582B9AE863,2025-10-07T16:47:09.206630-04:00,26.2,58,,1
F2B20606216B,Rawdah - out met Commnity Cen,WoIOSensor,True,C39A88326F2C,False,V0.9,60,,,F2B20606216B,WoIOSensor,C39A88326F2C,2025-10-07T16:47:09.206630-04:00,17.5,64,,
FFE66B903403,Hub 2 03,Hub 2,True,000000000000,False,V3.8-2.6,,,,FFE66B903403,Hub 2,FFE66B903403,2025-10-07T16:47:09.206630-04:00,28.6,53,,2
B0E9FE62C0C2,Motion Sensor C2,Motion Sensor,True,FFE66B903403,False,V1.5,100,False,bright,B0E9FE62C0C2,Motion Sensor,FFE66B903403,2025-10-07T20:48:05.669690Z,,,,
B0E9FE64330F,CIIC — 6th floor CO2,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FE64330F,MeterPro(CO2),000000000000,2025-10-07T20:48:05.669690Z,22.3,59,402,
B0E9FE65D657,MKO LAVAL - Motion Sensor Control Rm,Motion Sensor,True,DFB8891F5FBE,False,V2.0,100,False,bright,B0E9FE65D657,Motion Sensor,DFB8891F5FBE,2025-10-07T20:48:05.669690Z,,,,
B0E9FE7A2FCC,Meter Pro (CO2 Monitor) CC,MeterPro(CO2),True,,False,V1.7,100,,,B0E9FE7A2FCC,MeterPro(CO2),FFE66B903403,2025-10-07T20:48:05.669690Z,24.3,60,726,
B0E9FE82F87C,Ecole JMC — CO2 N of Khadr,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FE82F87C,MeterPro(CO2),000000000000,2025-10-07T20:48:05.669690Z,25.9,59,464,
B0E9FE87F22D,Meter Pro (CO2 Monitor) 2D,MeterPro(CO2),False,,False,V1.7,100,,,B0E9FE87F22D,MeterPro(CO2),000000000000,2025-10-07T20:48:05.669690Z,21.5,68,424,
B0E9FE89005A,Motion Sensor 5A,Motion Sensor,True,FFE66B903403,False,V1.5,100,False,bright,B0E9FE89005A,Motion Sensor,FFE66B903403,2025-10-07T20:48:05.669690Z,,,,
B0E9FE8DC82E,CIIC — Door 6 second floor motion sensor,Motion Sensor,True,DB413B3FDCE5,False,V2.0,100,False,bright,B0E9FE8DC82E,Motion Sensor,DB413B3FDCE5,2025-10-07T20:48:05.669690Z,,,,
B0E9FE9E3D57,Rawdah - Meter Community Center,MeterPro(CO2),True,000000000000,False,V1.8,100,,,B0E9FE9E3D57,MeterPro(CO2),000000000000,2025-10-07T20:48:05.669690Z,22.4,52,421,
B0E9FEA58CE8,Meter pro admin,MeterPro(CO2),,000000000000,False,V1.7,100,,,B0E9FEA58CE8,MeterPro(CO2),000000000000,2025-10-07T20:48:05.669690Z,22.3,65,709,
B0E9FEA954A4,Meter Pro (CO2 Monitor) A4,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FEA954A4,MeterPro(CO2),000000000000,2025-10-07T20:48:05.669690Z,25.7,52,402,
B0E9FEAD9567,CIIC — Men’s prayer area CO2 Monitor,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FEAD9567,MeterPro(CO2),000000000000,2025-10-07T20:48:05.669690Z,23,54,928,
B0E9FEAEDCB4,Rawdah - Motion Sensor Prayer Room,Motion Sensor,True,CCECBAAEAD4B,False,V2.0,100,False,bright,B0E9FEAEDCB4,Motion Sensor,CCECBAAEAD4B,2025-10-07T20:48:05.669690Z,,,,
B0E9FEB47A06,Ecole JMC — Motion Main Stairs,Motion Sensor,True,D39354C8B2EC,False,V1.5,100,False,bright,B0E9FEB47A06,Motion Sensor,D39354C8B2EC,2025-10-07T20:48:05.669690Z,,,,
B0E9FEB4E4F8,CIIC — Class area 2nd floor CO2 sensor,MeterPro(CO2),True,000000000000,False,V1.8,100,,,B0E9FEB4E4F8,MeterPro(CO2),000000000000,2025-10-07T20:48:05.669690Z,22.1,62,412,
B0E9FEB6A541,Meter Pro (CO2 Monitor) 41,MeterPro(CO2),False,,False,V1.7,100,,,B0E9FEB6A541,MeterPro(CO2),000000000000,2025-10-07T20:48:05.669690Z,24.4,50,402,
B0E9FEBA9EDA,Meter Pro (CO2 Monitor) DA,MeterPro(CO2),True,,False,V1.8,100,,,B0E9FEBA9EDA,MeterPro(CO2),FFE66B903403,2025-10-07T20:48:05.669690Z,23.2,66,460,
B0E9FEBC17F9,Ecole JMC — CO2 S Khadr,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FEBC17F9,MeterPro(CO2),000000000000,2025-10-07T20:48:05.669690Z,23.6,67,429,
B0E9FEC2EE12,Rawdah - Motion Sensor Community Center,Motion Sensor,True,C39A88326F2C,False,V2.0,100,False,bright,B0E9FEC2EE12,Motion Sensor,C39A88326F2C,2025-10-07T20:48:05.669690Z,,,,
B0E9FEC3D216,MKO LAVAL — Caf Motion sensor,Motion Sensor,True,DBED05DF39C0,False,V2.0,100,False,bright,B0E9FEC3D216,Motion Sensor,DBED05DF39C0,2025-10-07T20:48:05.669690Z,,,,
B0E9FEC45FEE,Motion Sensor EE - Main Entrance,Motion Sensor,True,FFE66B903403,False,V1.5,100,True,bright,B0E9FEC45FEE,Motion Sensor,FFE66B903403,2025-10-07T20:48:05.669690Z,,,,
B0E9FECB5A4B,Motion Sensor 4B,Motion Sensor,True,FFE66B903403,False,V1.5,100,False,bright,B0E9FECB5A4B,Motion Sensor,FFE66B903403,2025-10-07T20:48:05.669690Z,,,,
B0E9FEDB0F43,MKO LAVAL - CO2 Monitor Control Room,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FEDB0F43,MeterPro(CO2),000000000000,2025-10-07T20:48:05.669690Z,26,53,403,
B0E9FEDF5E1B,Entry Motion Sensor,Motion Sensor,True,CF7F4C72F1C7,False,V1.5,100,False,bright,B0E9FEDF5E1B,Motion Sensor,CF7F4C72F1C7,2025-10-07T20:48:05.669690Z,,,,
B0E9FEE69F97,Meter Pro (CO2 Monitor) 97,MeterPro(CO2),False,,False,V1.7,100,,,B0E9FEE69F97,MeterPro(CO2),000000000000,2025-10-07T20:48:05.669690Z,24.3,59,441,
B0E9FEEA6010,Rawdah - Meter Prayer Room,MeterPro(CO2),True,000000000000,False,V1.8,100,,,B0E9FEEA6010,MeterPro(CO2),000000000000,2025-10-07T20:48:05.669690Z,24.3,49,1030,
B0E9FEF35A2C,Motion Sensor  - Main Entrance 2,Motion Sensor,True,FFE66B903403,False,V2.0,100,False,bright,B0E9FEF35A2C,Motion Sensor,FFE66B903403,2025-10-07T20:48:05.669690Z,,,,
B0E9FEF43E30,CIIC - motion sensor(Men’s prayer space),Motion Sensor,True,DB413B3FDCE5,False,V2.0,100,True,bright,B0E9FEF43E30,Motion Sensor,DB413B3FDCE5,2025-10-07T20:48:05.669690Z,,,,
C39A88326F2C,Rawdah - Hub Community Center,Hub 2,True,000000000000,False,V3.8-2.6,,,,C39A88326F2C,Hub 2,C39A88326F2C,2025-10-07T20:48:05.669690Z,23.3,51,,1
CCECBAAEAD4B,Rawdah - Hub Prayer Room ,Hub 2,True,000000000000,False,V3.8-2.6,,,,CCECBAAEAD4B,Hub 2,CCECBAAEAD4B,2025-10-07T20:48:05.669690Z,23.9,54,,12
CF408522FD87,CIIC - 6th floor Hub,Hub 2,True,000000000000,False,V1.0-1.1,,,,CF408522FD87,Hub 2,CF408522FD87,2025-10-07T20:48:05.669690Z,23,62,,7
CF7F4C72F1C7,Ecole JMC — Hub Daycare,Hub 2,True,000000000000,False,V1.0-1.1,,,,CF7F4C72F1C7,Hub 2,CF7F4C72F1C7,2025-10-07T20:48:05.669690Z,22.9,67,,1
D12D01C64829,MKO LAVAL — Outdoor,WoIOSensor,True,DFB8891F5FBE,False,V0.9,60,,,D12D01C64829,WoIOSensor,DFB8891F5FBE,2025-10-07T20:48:05.669690Z,19.2,97,,
D12D04064862,CIIC - 6th floor hygrometer,WoIOSensor,True,CF408522FD87,False,V0.9,60,,,D12D04064862,WoIOSensor,CF408522FD87,2025-10-07T20:48:05.669690Z,20.6,77,,
D12D04462737,Outdoor Meter 37,WoIOSensor,True,FFE66B903403,False,V0.9,60,,,D12D04462737,WoIOSensor,FFE66B903403,2025-10-07T20:48:05.669690Z,20.4,81,,
D39354C8B2EC,Ecole JMC — Hub Khadr’s office,Hub 2,True,000000000000,False,V3.8-2.6,,,,D39354C8B2EC,Hub 2,D39354C8B2EC,2025-10-07T20:48:05.669690Z,26.4,60,,1
DB413B3FDCE5,CIIC — Main office 2nd floor,Hub 2,True,000000000000,False,V3.8-2.6,,,,DB413B3FDCE5,Hub 2,DB413B3FDCE5,2025-10-07T20:48:05.669690Z,24.2,61,,2
DBED05DF39C0,MKO LAVAL — Hub eating area,Hub 2,True,000000000000,False,V3.8-2.6,,,,DBED05DF39C0,Hub 2,DBED05DF39C0,2025-10-07T20:48:05.669690Z,25.4,58,,3
DFB8891F5FBE,MKO LAVAL - Hub Control Room,Hub 2,True,000000000000,False,V3.8-2.6,,,,DFB8891F5FBE,Hub 2,DFB8891F5FBE,2025-10-07T20:48:05.669690Z,25.8,59,,14
EC582B9AE863,Hub 2 63,Hub 2,True,000000000000,False,V3.8-2.6,,,,EC582B9AE863,Hub 2,EC582B9AE863,2025-10-07T20:48:05.669690Z,26.2,58,,1
F2B20606216B,Rawdah - out met Commnity Cen,WoIOSensor,True,C39A88326F2C,False,V0.9,60,,,F2B20606216B,WoIOSensor,C39A88326F2C,2025-10-07T20:48:05.669690Z,17.5,64,,
FFE66B903403,Hub 2 03,Hub 2,True,000000000000,False,V3.8-2.6,,,,FFE66B903403,Hub 2,FFE66B903403,2025-10-07T20:48:05.669690Z,28.6,53,,2
B0E9FE62C0C2,Motion Sensor C2,Motion Sensor,True,FFE66B903403,False,V1.5,100,False,bright,B0E9FE62C0C2,Motion Sensor,FFE66B903403,2025-10-07T17:04:58.105149-04:00,,,,
B0E9FE64330F,CIIC — 6th floor CO2,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FE64330F,MeterPro(CO2),000000000000,2025-10-07T17:04:58.105149-04:00,22.3,59,412,
B0E9FE65D657,MKO LAVAL - Motion Sensor Control Rm,Motion Sensor,True,DFB8891F5FBE,False,V2.0,100,False,bright,B0E9FE65D657,Motion Sensor,DFB8891F5FBE,2025-10-07T17:04:58.105149-04:00,,,,
B0E9FE7A2FCC,Meter Pro (CO2 Monitor) CC,MeterPro(CO2),True,,False,V1.7,100,,,B0E9FE7A2FCC,MeterPro(CO2),FFE66B903403,2025-10-07T17:04:58.105149-04:00,24.3,60,726,
B0E9FE82F87C,Ecole JMC — CO2 N of Khadr,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FE82F87C,MeterPro(CO2),000000000000,2025-10-07T17:04:58.105149-04:00,26,58,425,
B0E9FE87F22D,Meter Pro (CO2 Monitor) 2D,MeterPro(CO2),False,,False,V1.7,100,,,B0E9FE87F22D,MeterPro(CO2),000000000000,2025-10-07T17:04:58.105149-04:00,21.5,68,424,
B0E9FE89005A,Motion Sensor 5A,Motion Sensor,True,FFE66B903403,False,V1.5,100,False,bright,B0E9FE89005A,Motion Sensor,FFE66B903403,2025-10-07T17:04:58.105149-04:00,,,,
B0E9FE8DC82E,CIIC — Door 6 second floor motion sensor,Motion Sensor,True,DB413B3FDCE5,False,V2.0,100,False,dim,B0E9FE8DC82E,Motion Sensor,DB413B3FDCE5,2025-10-07T17:04:58.105149-04:00,,,,
B0E9FE9E3D57,Rawdah - Meter Community Center,MeterPro(CO2),True,000000000000,False,V1.8,100,,,B0E9FE9E3D57,MeterPro(CO2),000000000000,2025-10-07T17:04:58.105149-04:00,22.4,52,421,
B0E9FEA58CE8,Meter pro admin,MeterPro(CO2),,000000000000,False,V1.7,100,,,B0E9FEA58CE8,MeterPro(CO2),000000000000,2025-10-07T17:04:58.105149-04:00,22.3,65,575,
B0E9FEA954A4,Meter Pro (CO2 Monitor) A4,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FEA954A4,MeterPro(CO2),000000000000,2025-10-07T17:04:58.105149-04:00,25.6,53,402,
B0E9FEAD9567,CIIC — Men’s prayer area CO2 Monitor,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FEAD9567,MeterPro(CO2),000000000000,2025-10-07T17:04:58.105149-04:00,23,54,928,
B0E9FEAEDCB4,Rawdah - Motion Sensor Prayer Room,Motion Sensor,True,CCECBAAEAD4B,False,V2.0,100,False,bright,B0E9FEAEDCB4,Motion Sensor,CCECBAAEAD4B,2025-10-07T17:04:58.105149-04:00,,,,
B0E9FEB47A06,Ecole JMC — Motion Main Stairs,Motion Sensor,True,D39354C8B2EC,False,V1.5,100,False,bright,B0E9FEB47A06,Motion Sensor,D39354C8B2EC,2025-10-07T17:04:58.105149-04:00,,,,
B0E9FEB4E4F8,CIIC — Class area 2nd floor CO2 sensor,MeterPro(CO2),True,000000000000,False,V1.8,100,,,B0E9FEB4E4F8,MeterPro(CO2),000000000000,2025-10-07T17:04:58.105149-04:00,22.1,62,406,
B0E9FEB6A541,Meter Pro (CO2 Monitor) 41,MeterPro(CO2),False,,False,V1.7,100,,,B0E9FEB6A541,MeterPro(CO2),000000000000,2025-10-07T17:04:58.105149-04:00,24.2,52,402,
B0E9FEBA9EDA,Meter Pro (CO2 Monitor) DA,MeterPro(CO2),True,,False,V1.8,100,,,B0E9FEBA9EDA,MeterPro(CO2),FFE66B903403,2025-10-07T17:04:58.105149-04:00,21.6,59,460,
B0E9FEBC17F9,Ecole JMC — CO2 S Khadr,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FEBC17F9,MeterPro(CO2),000000000000,2025-10-07T17:04:58.105149-04:00,23.6,67,401,
B0E9FEC2EE12,Rawdah - Motion Sensor Community Center,Motion Sensor,True,C39A88326F2C,False,V2.0,100,False,bright,B0E9FEC2EE12,Motion Sensor,C39A88326F2C,2025-10-07T17:04:58.105149-04:00,,,,
B0E9FEC3D216,MKO LAVAL — Caf Motion sensor,Motion Sensor,True,DBED05DF39C0,False,V2.0,100,False,bright,B0E9FEC3D216,Motion Sensor,DBED05DF39C0,2025-10-07T17:04:58.105149-04:00,,,,
B0E9FEC45FEE,Motion Sensor EE - Main Entrance,Motion Sensor,True,FFE66B903403,False,V1.5,100,False,bright,B0E9FEC45FEE,Motion Sensor,FFE66B903403,2025-10-07T17:04:58.105149-04:00,,,,
B0E9FECB5A4B,Motion Sensor 4B,Motion Sensor,True,FFE66B903403,False,V1.5,100,False,bright,B0E9FECB5A4B,Motion Sensor,FFE66B903403,2025-10-07T17:04:58.105149-04:00,,,,
B0E9FEDB0F43,MKO LAVAL - CO2 Monitor Control Room,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FEDB0F43,MeterPro(CO2),000000000000,2025-10-07T17:04:58.105149-04:00,25.8,53,416,
B0E9FEDF5E1B,Entry Motion Sensor,Motion Sensor,True,CF7F4C72F1C7,False,V1.5,100,True,bright,B0E9FEDF5E1B,Motion Sensor,CF7F4C72F1C7,2025-10-07T17:04:58.105149-04:00,,,,
B0E9FEE69F97,Meter Pro (CO2 Monitor) 97,MeterPro(CO2),False,,False,V1.7,100,,,B0E9FEE69F97,MeterPro(CO2),000000000000,2025-10-07T17:04:58.105149-04:00,24.3,59,488,
B0E9FEEA6010,Rawdah - Meter Prayer Room,MeterPro(CO2),True,000000000000,False,V1.8,100,,,B0E9FEEA6010,MeterPro(CO2),000000000000,2025-10-07T17:04:58.105149-04:00,24.3,49,1030,
B0E9FEF35A2C,Motion Sensor  - Main Entrance 2,Motion Sensor,True,FFE66B903403,False,V2.0,100,False,bright,B0E9FEF35A2C,Motion Sensor,FFE66B903403,2025-10-07T17:04:58.105149-04:00,,,,
B0E9FEF43E30,CIIC - motion sensor(Men’s prayer space),Motion Sensor,True,DB413B3FDCE5,False,V2.0,100,False,bright,B0E9FEF43E30,Motion Sensor,DB413B3FDCE5,2025-10-07T17:04:58.105149-04:00,,,,
C39A88326F2C,Rawdah - Hub Community Center,Hub 2,True,000000000000,False,V3.8-2.6,,,,C39A88326F2C,Hub 2,C39A88326F2C,2025-10-07T17:04:58.105149-04:00,23.3,51,,1
CCECBAAEAD4B,Rawdah - Hub Prayer Room ,Hub 2,True,000000000000,False,V3.8-2.6,,,,CCECBAAEAD4B,Hub 2,CCECBAAEAD4B,2025-10-07T17:04:58.105149-04:00,23.9,54,,12
CF408522FD87,CIIC - 6th floor Hub,Hub 2,True,000000000000,False,V1.0-1.1,,,,CF408522FD87,Hub 2,CF408522FD87,2025-10-07T17:04:58.105149-04:00,23,62,,7
CF7F4C72F1C7,Ecole JMC — Hub Daycare,Hub 2,True,000000000000,False,V1.0-1.1,,,,CF7F4C72F1C7,Hub 2,CF7F4C72F1C7,2025-10-07T17:04:58.105149-04:00,22.9,67,,1
D12D01C64829,MKO LAVAL — Outdoor,WoIOSensor,True,DFB8891F5FBE,False,V0.9,60,,,D12D01C64829,WoIOSensor,DFB8891F5FBE,2025-10-07T17:04:58.105149-04:00,19.1,97,,
D12D04064862,CIIC - 6th floor hygrometer,WoIOSensor,True,CF408522FD87,False,V0.9,60,,,D12D04064862,WoIOSensor,CF408522FD87,2025-10-07T17:04:58.105149-04:00,20.5,79,,
D12D04462737,Outdoor Meter 37,WoIOSensor,True,FFE66B903403,False,V0.9,60,,,D12D04462737,WoIOSensor,FFE66B903403,2025-10-07T17:04:58.105149-04:00,20.3,81,,
D39354C8B2EC,Ecole JMC — Hub Khadr’s office,Hub 2,True,000000000000,False,V3.8-2.6,,,,D39354C8B2EC,Hub 2,D39354C8B2EC,2025-10-07T17:04:58.105149-04:00,26.6,59,,1
DB413B3FDCE5,CIIC — Main office 2nd floor,Hub 2,True,000000000000,False,V3.8-2.6,,,,DB413B3FDCE5,Hub 2,DB413B3FDCE5,2025-10-07T17:04:58.105149-04:00,24.2,61,,2
DBED05DF39C0,MKO LAVAL — Hub eating area,Hub 2,True,000000000000,False,V3.8-2.6,,,,DBED05DF39C0,Hub 2,DBED05DF39C0,2025-10-07T17:04:58.105149-04:00,25.2,58,,2
DFB8891F5FBE,MKO LAVAL - Hub Control Room,Hub 2,True,000000000000,False,V3.8-2.6,,,,DFB8891F5FBE,Hub 2,DFB8891F5FBE,2025-10-07T17:04:58.105149-04:00,25.6,59,,14
EC582B9AE863,Hub 2 63,Hub 2,True,000000000000,False,V3.8-2.6,,,,EC582B9AE863,Hub 2,EC582B9AE863,2025-10-07T17:04:58.105149-04:00,26.3,56,,1
F2B20606216B,Rawdah - out met Commnity Cen,WoIOSensor,True,C39A88326F2C,False,V0.9,60,,,F2B20606216B,WoIOSensor,C39A88326F2C,2025-10-07T17:04:58.105149-04:00,17.5,64,,
FFE66B903403,Hub 2 03,Hub 2,True,000000000000,False,V3.8-2.6,,,,FFE66B903403,Hub 2,FFE66B903403,2025-10-07T17:04:58.105149-04:00,28.6,53,,2
B0E9FE62C0C2,Motion Sensor C2,Motion Sensor,True,FFE66B903403,False,V1.5,100,False,bright,B0E9FE62C0C2,Motion Sensor,FFE66B903403,2025-10-07T17:16:09.722464-04:00,,,,
B0E9FE64330F,CIIC — 6th floor CO2,MeterPro(CO2),,000000000000,False,V1.8,100,,,B0E9FE64330F,MeterPro(CO2),000000000000,2025-10-07T17:16:09.722464-04:00,22.3,59,412,
